회사,제목,URL,경력,계약형태,지역,지역(구),직무
(주)사람인,[사람인] ai 서비스 개발(석사 신입 지원 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49521597&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=0bd57318-f687-4d3c-b52c-7d85323f9982,경력 3~8년,정규직,서울전체,,머신러닝 엔지니어
(주)비바리퍼블리카,[토스] ml engineer(ads),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49221018&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=0bd57318-f687-4d3c-b52c-7d85323f9982,경력무관,정규직,서울,강남구,머신러닝 엔지니어
(주)에프에스솔루션,컴퓨터 비전 딥러닝/머신러닝 개발자(adas/dms/영상인식) (팀장급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49450204&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=0bd57318-f687-4d3c-b52c-7d85323f9982,경력 10~15년,정규직,경기전체,,머신러닝 엔지니어
(주)슈프리마,[슈프리마ai] ai 영상분석 알고리즘 개발 리드 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49542874&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=0bd57318-f687-4d3c-b52c-7d85323f9982,경력 10~25년,정규직,경기전체,,머신러닝 엔지니어
(주)에너자이,(전문연구요원 가능) ml engineer / researcher 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49440553&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=0bd57318-f687-4d3c-b52c-7d85323f9982,경력무관,정규직·전문연구요원,서울,강남구,머신러닝 엔지니어
브랜드인게이지먼트네트워크인크(영업소),ai 개발자(ai engineer/full stack developer) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49526136&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=0bd57318-f687-4d3c-b52c-7d85323f9982,신입·경력,정규직·인턴직,서울,용산구,머신러닝 엔지니어
라온피플(주),ai platform 백엔드 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49422385&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=0bd57318-f687-4d3c-b52c-7d85323f9982,경력3년↑,정규직,경기,과천시,머신러닝 엔지니어
(주)포스로직,"이미지 프로세싱 알고리즘 라이브러리(2d,3d,ai 딥러닝) 개발 신입 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49386840&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=0bd57318-f687-4d3c-b52c-7d85323f9982,신입,정규직,경기,안양시,머신러닝 엔지니어
(주)엑셈,[코스닥상장사]데이터 사이언티스트(5년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49267752&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 5~15년,정규직,서울,강서구,데이터 사이언티스트
(주)피엠그로우,[피엠그로우] 데이터 사이언티스트 채용 (전기차 배터리),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49534934&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 5~10년,정규직,서울,서초구,데이터 사이언티스트
(주)브이피피랩,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49371788&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 5~15년,정규직,제주전체,,데이터 사이언티스트
헌터스그룹(주),[대기업계열 엔터테인먼트기업] 데이터사이언티스트(3년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49504866&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력3년↑,정규직,경기,성남시 분당구,데이터 사이언티스트
(주)피플온(People On),[국내 대형 금융사] 데이터 사이언티스트 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49540339&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 8~14년,정규직,서울,강남구,데이터 사이언티스트
(주)엔모션,"ai 개발자, 데이터 사이언티스트 경력자 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49544517&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력3년↑,정규직,인천,연수구,데이터 사이언티스트
(주)딜리버드코리아,[딜리버드코리아] 데이터 분석가 / 데이터 사이언티스트 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49474375&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력,정규직,서울,강서구,데이터 사이언티스트
(주)메타써치,[국내 top 핀테크 대기업]데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49547902&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 8~12년,정규직,경기,성남시 분당구,데이터 사이언티스트
(주)브이피피랩,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49396280&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 5~15년,정규직,제주전체,,데이터 사이언티스트
다큐브(주),데이터 사이언티스트(ds),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49516100&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 1~10년,정규직,서울전체,,데이터 사이언티스트
(주)인사이터,(경력) 데이터 사이언티스트를 모십니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49508214&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 2~5년,정규직,서울,마포구,데이터 사이언티스트
베스트네트워크㈜,17. 데이터사이언티스트 [외국계 금융사],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49504522&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력4년↑,정규직,서울,강남구,데이터 사이언티스트
(주)엠폴,(주)엠폴 ai데이터 사이언티스트 모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49455384&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력5년↑,정규직,서울,강서구,데이터 사이언티스트
엔터웨이파트너스,스포츠 데이터 사이언티스트 (5년 이상)-스포츠 라이브 서비스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49483667&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력5년↑,정규직,서울,강남구,데이터 사이언티스트
주식회사고픽커뮤니케이션,[고픽커뮤니케이션] 스포츠 데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49481640&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 5~10년,정규직·계약직,서울,성동구,데이터 사이언티스트
(주)인실리코젠,데이터 사이언티스트 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49409764&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,신입·경력,정규직·계약직,경기,용인시 기흥구,데이터 사이언티스트
(주)엑셈,데이터 사이언티스트(5년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49374502&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 5~15년,정규직,서울,강서구,데이터 사이언티스트
(주)꿈선생,[dealmakers] 데이터 사이언티스트 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49535341&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력무관,정규직,부산,남구,데이터 사이언티스트
(주)베로스컨설팅그룹,데이터사이언티스트 / ai / 국내 대기업,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49480785&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력7년↑,정규직,서울,강남구,데이터 사이언티스트
워크맨그룹 주식회사,데이터사이언티스트/ai 엔지니어 [국내 대기업],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49482413&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 7~15년,정규직,서울,강서구,데이터 사이언티스트
워크맨그룹 주식회사,ai / 데이터사이언티스트 [국내 대기업],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49497406&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력7년↑,정규직,경기,성남시 분당구,데이터 사이언티스트
(주)알티엠,데이터 사이언티스트 (시계열),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49438503&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 3~10년,정규직,서울,강남구,데이터 사이언티스트
주식회사 빅밸류,[빅밸류] data scientist(공통) 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49417709&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력무관,정규직,서울,중구,데이터 사이언티스트
(주) 원프레딕트,ds(data scientist),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49377436&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 1~2년,정규직,서울,강남구,데이터 사이언티스트
(주)비바리퍼블리카,data scientist(css),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49448870&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력,정규직,서울,강남구,데이터 사이언티스트
(주)딥인사이트,data scientist,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49394861&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,신입·경력,정규직,경기전체,,데이터 사이언티스트
(주)커리어앤스카우트,"국내 대기업 - ai (data scientist, data engineer) 경력직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465948&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 5~10년,정규직,서울,강동구,데이터 사이언티스트
(주)델타엑스,딥러닝/3d 비전/data scientist 병역특례(전문연구요원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49503732&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력무관,정규직·전문연구요원,서울,구로구,데이터 사이언티스트
에스케이쉴더스(주),[사이버보안ai랩스] data scientist 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49474128&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력7년↑,정규직,경기,성남시 분당구,데이터 사이언티스트
(주)페니로이스,data scientist in financial 경력직 채용(2~5년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49532758&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 2~5년,정규직,서울,종로구,데이터 사이언티스트
(주)페니로이스,data scientist in financial 경력직 채용(6~10년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49532760&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 6~10년,정규직,서울,종로구,데이터 사이언티스트
(주)비바리퍼블리카,data scientist(image generation),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49448869&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력,정규직,서울,강남구,데이터 사이언티스트
(주)엔엠에스컨설팅,senior data scientist - growth analytics(유명 ml유니콘기업),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458609&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 3~20년,정규직,서울,강남구,데이터 사이언티스트
한화시스템(주),data scientist 경력사원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49483518&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력,정규직·계약직,서울,중구,데이터 사이언티스트
(주)에이모,[aimmo] 자율주행 그룹 data-centric ai팀 data scientist,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49167469&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 6~10년,정규직,경기,성남시 분당구,데이터 사이언티스트
(주)데이블,senior data scientist (3년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49428086&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 3~7년,정규직,서울,강남구,데이터 사이언티스트
(주)클로잇,[클로잇] data scientist pm급 채용 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49527357&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력10년↑,정규직,서울,중구,데이터 사이언티스트
(주)엑셈,[코스닥상장사]데이터 사이언티스트(5년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49267752&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 5~15년,정규직,서울,강서구,데이터 사이언티스트
(주)피엠그로우,[피엠그로우] 데이터 사이언티스트 채용 (전기차 배터리),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49534934&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 5~10년,정규직,서울,서초구,데이터 사이언티스트
(주)브이피피랩,데이터 사이언티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49371788&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 5~15년,정규직,제주전체,,데이터 사이언티스트
헌터스그룹(주),[대기업계열 엔터테인먼트기업] 데이터사이언티스트(3년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49504866&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력3년↑,정규직,경기,성남시 분당구,데이터 사이언티스트
(주)피플온(People On),[국내 대형 금융사] 데이터 사이언티스트 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49540339&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력 8~14년,정규직,서울,강남구,데이터 사이언티스트
(주)엔모션,"ai 개발자, 데이터 사이언티스트 경력자 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49544517&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력3년↑,정규직,인천,연수구,데이터 사이언티스트
(주)딜리버드코리아,[딜리버드코리아] 데이터 분석가 / 데이터 사이언티스트 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49474375&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=51f3f9d4-7b29-4a9e-b214-f1a9049b0266,경력,정규직,서울,강서구,데이터 사이언티스트
